START | Pos: [7.15886, -0.16933, -2.1896] | Rot: [0.0000, 0.0000, 0.0000, 1.0000]
left, Pos: [7.1589, -0.1693, -2.1896], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
forward, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 1.0000, 0.0000, -0.0000]
left, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [11.0354, -3.1693, 0.3871], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [11.2519, -3.1693, 0.2621], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [11.4684, -3.1693, 0.1371], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
forward, Pos: [11.6849, -3.1693, 0.0121], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [11.6849, -3.1693, 0.0121], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [11.6849, -3.1693, 0.0121], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [11.6849, -3.1693, -0.2379], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [11.6849, -3.1693, -0.4879], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [11.6849, -3.1693, -0.4879], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.5599, -3.1693, -0.7044], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.4349, -3.1693, -0.9209], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.3099, -3.1693, -1.1374], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [11.1849, -3.1693, -1.3539], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
right, Pos: [11.1849, -3.1693, -1.3539], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
forward, Pos: [11.1849, -3.1693, -1.6039], Rot: [0.0000, -0.0000, 0.0000, -1.0000]
left, Pos: [11.1849, -3.1693, -1.6039], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [11.1849, -3.1693, -1.6039], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [11.1849, -3.1693, -1.6039], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [11.1849, -3.1693, -1.6039], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [11.1849, -3.1693, -1.6039], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [11.0599, -3.1693, -1.3874], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.9349, -3.1693, -1.1709], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.8099, -3.1693, -0.9544], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6849, -3.1693, -0.7379], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6510, -3.1693, -0.5281], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6663, -3.1693, -0.3220], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6815, -3.1693, -0.1159], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [10.6854, -3.1693, -0.0629], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
