START | Pos: [17.96851, 0.19441, -4.78807] | Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [17.9685, 0.1944, -4.7881], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.6336, 0.1944, -6.4041], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
forward, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.8501, 0.1944, -6.5291], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
forward, Pos: [19.7251, 0.1944, -6.7456], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.7251, 0.1944, -6.7456], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.7251, 0.1944, -6.7456], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.4751, 0.1944, -6.7456], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [19.2251, 0.1944, -6.7456], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [19.2251, 0.1944, -6.4956], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
right, Pos: [19.2251, 0.1944, -6.4956], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [19.1001, 0.1944, -6.2791], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.9751, 0.1944, -6.0626], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
forward, Pos: [18.8501, 0.1944, -5.8461], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [18.8501, 0.1944, -5.8461], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [18.8501, 0.1944, -5.8461], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [18.8501, 0.1944, -5.8461], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.8501, 0.1944, -5.8461], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [18.8501, 0.1944, -5.8461], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [18.8501, 0.1944, -5.8461], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [18.8501, 0.1944, -5.8461], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
forward, Pos: [18.8501, 0.1944, -6.0961], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [18.8501, 0.1944, -6.0961], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [18.8501, 0.1944, -6.0961], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [18.8501, 0.1944, -6.0961], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
forward, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.6001, 0.1944, -6.0961], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
forward, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [18.3836, 0.1944, -6.2211], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [18.2586, 0.1944, -6.4376], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
forward, Pos: [18.4751, 0.1944, -6.3126], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [18.4751, 0.1944, -6.3126], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.4751, 0.1944, -6.3126], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.4751, 0.1944, -6.3126], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
forward, Pos: [18.6001, 0.1944, -6.5291], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.6001, 0.1944, -6.5291], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [18.6001, 0.1944, -6.5291], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.6001, 0.1944, -6.5291], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.6001, 0.1944, -6.5291], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [18.6001, 0.1944, -6.5291], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [18.6001, 0.1944, -6.5291], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [18.6001, 0.1944, -6.5291], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [18.6001, 0.1944, -6.2791], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [18.6001, 0.1944, -6.2791], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [18.6001, 0.1944, -6.2791], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.6001, 0.1944, -6.2791], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [18.6001, 0.1944, -6.2791], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [18.6001, 0.1944, -6.2791], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [18.6001, 0.1944, -6.2791], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [18.6001, 0.1944, -6.2791], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.4751, 0.1944, -6.4956], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
forward, Pos: [18.4751, 0.1944, -6.7456], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [18.4751, 0.1944, -6.7456], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.4751, 0.1944, -6.7456], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.4751, 0.1944, -6.7456], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
forward, Pos: [18.2251, 0.1944, -6.7456], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [18.2251, 0.1944, -6.7456], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [18.2251, 0.1944, -6.7456], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [18.2251, 0.1944, -6.7456], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
forward, Pos: [18.2251, 0.1944, -6.4956], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [18.2251, 0.1944, -6.4956], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [18.2251, 0.1944, -6.4956], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.2251, 0.1944, -6.4956], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [18.2251, 0.1944, -6.4956], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [18.2251, 0.1944, -6.4956], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [18.2251, 0.1944, -6.4956], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [18.2251, 0.1944, -6.4956], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
forward, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.9659, 0.0000, 0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.8660, 0.0000, 0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.7071, 0.0000, 0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.5000, 0.0000, 0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.2588, 0.0000, 0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.0000, 0.0000, 1.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.2588, 0.0000, 0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.5000, 0.0000, 0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.7071, 0.0000, 0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.8660, 0.0000, 0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.9659, 0.0000, 0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 1.0000, 0.0000, 0.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.9659, 0.0000, -0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.8660, 0.0000, -0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.7071, 0.0000, -0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.5000, 0.0000, -0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.2588, 0.0000, -0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, 0.0000, 0.0000, -1.0000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.2588, 0.0000, -0.9659]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.5000, 0.0000, -0.8660]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.7071, 0.0000, -0.7071]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.8660, 0.0000, -0.5000]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -0.9659, 0.0000, -0.2588]
left, Pos: [18.1001, 0.1944, -6.7121], Rot: [0.0000, -1.0000, 0.0000, -0.0000]
